keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
chauffagiste urgence grenoble,transactional,local-listing,ville-principale,chauffagiste,urgence,314,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
plombier urgence villeurbanne,transactional,local-listing,commune-banlieue,plombier,urgence,313,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
electricien urgence villeurbanne,transactional,local-listing,commune-banlieue,electricien,urgence,313,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
chauffagiste urgence villeurbanne,transactional,local-listing,commune-banlieue,chauffagiste,urgence,313,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
macon vaulx en velin,transactional,local-listing,commune-banlieue,macon,aucun,312,medium,/lyon/vaulx-en-velin/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (53,100hab) - ocean bleu local, vol significatif"
couvreur vaulx en velin,transactional,local-listing,commune-banlieue,couvreur,aucun,312,medium,/lyon/vaulx-en-velin/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (53,100hab) - ocean bleu local, vol significatif"
peintre saint fons,transactional,local-listing,commune-banlieue,peintre,aucun,311,medium,/lyon/saint-fons/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,200hab) - ocean bleu local, vol significatif"
menuisier saint fons,transactional,local-listing,commune-banlieue,menuisier,aucun,311,medium,/lyon/saint-fons/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,200hab) - ocean bleu local, vol significatif"
peintre ecully,transactional,local-listing,commune-banlieue,peintre,aucun,308,medium,/lyon/ecully/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,700hab) - ocean bleu local, vol significatif"
menuisier ecully,transactional,local-listing,commune-banlieue,menuisier,aucun,308,medium,/lyon/ecully/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,700hab) - ocean bleu local, vol significatif"
carreleur decines charpieu,transactional,local-listing,commune-banlieue,carreleur,aucun,304,medium,/lyon/decines-charpieu/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (28,700hab) - ocean bleu local, vol significatif"
chauffagiste decines charpieu,transactional,local-listing,commune-banlieue,chauffagiste,aucun,304,medium,/lyon/decines-charpieu/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (28,700hab) - ocean bleu local, vol significatif"
peintre cran gevrier,transactional,local-listing,commune-banlieue,peintre,aucun,303,medium,/annecy/cran-gevrier/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,000hab) - ocean bleu local, vol significatif"
menuisier cran gevrier,transactional,local-listing,commune-banlieue,menuisier,aucun,303,medium,/annecy/cran-gevrier/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,000hab) - ocean bleu local, vol significatif"
peintre meylan,transactional,local-listing,commune-banlieue,peintre,aucun,302,medium,/grenoble/meylan/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (17,800hab) - ocean bleu local, vol significatif"
menuisier meylan,transactional,local-listing,commune-banlieue,menuisier,aucun,302,medium,/grenoble/meylan/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (17,800hab) - ocean bleu local, vol significatif"
peintre annecy,transactional,local-listing,ville-principale,peintre,aucun,300,high,/annecy/peintre,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
menuisier annecy,transactional,local-listing,ville-principale,menuisier,aucun,300,high,/annecy/menuisier,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
carreleur grenoble,transactional,local-listing,ville-principale,carreleur,aucun,300,high,/grenoble/carreleur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
chauffagiste grenoble,transactional,local-listing,ville-principale,chauffagiste,aucun,300,high,/grenoble/chauffagiste,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
tarif plombier,informational,prix-tarif,national,plombier,tarif,300,high,/prix/plombier,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif electricien,informational,prix-tarif,national,electricien,tarif,300,high,/prix/electricien,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif peintre,informational,prix-tarif,national,peintre,tarif,300,high,/prix/peintre,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif macon,informational,prix-tarif,national,macon,tarif,300,high,/prix/macon,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif carreleur,informational,prix-tarif,national,carreleur,tarif,300,high,/prix/carreleur,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif menuisier,informational,prix-tarif,national,menuisier,tarif,300,high,/prix/menuisier,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif couvreur,informational,prix-tarif,national,couvreur,tarif,300,high,/prix/couvreur,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
tarif chauffagiste,informational,prix-tarif,national,chauffagiste,tarif,300,high,/prix/chauffagiste,existante,1,T2-volume-eleve,non,Synonyme tarif/prix - a regrouper sur meme page
comment trouver bon artisan,informational,guide-howto,national,multi,aucun,300,high,/guides/trouver-bon-artisan,existante,1,T4-questions-guides,non,"Existante - SERP dominee par Effy, Travaux.com, ootravaux"
cout renovation salle de bain,informational,guide-howto,national,n/a,prix,300,high,/guides/prix-renovation-salle-bain,existante,1,T4-questions-guides,non,Synonyme cout/prix
garanties travaux decennale,informational,guide-howto,national,multi,aucun,300,medium,/guides/garanties-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 300
tva 5.5 travaux,informational,guide-howto,national,multi,aucun,300,medium,/guides/tva-reduite-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 300
macon saint priest,transactional,local-listing,commune-banlieue,macon,aucun,299,medium,/lyon/saint-priest/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (47,800hab) - ocean bleu local, vol significatif"
couvreur saint priest,transactional,local-listing,commune-banlieue,couvreur,aucun,299,medium,/lyon/saint-priest/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (47,800hab) - ocean bleu local, vol significatif"
carreleur oullins,transactional,local-listing,commune-banlieue,carreleur,aucun,295,medium,/lyon/oullins/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (26,600hab) - ocean bleu local, vol significatif"
chauffagiste oullins,transactional,local-listing,commune-banlieue,chauffagiste,aucun,295,medium,/lyon/oullins/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (26,600hab) - ocean bleu local, vol significatif"
peintre saint egreve,transactional,local-listing,commune-banlieue,peintre,aucun,294,medium,/grenoble/saint-egreve/peintre,a-creer,1,T1-quick-win,oui,"Banlieue grosse (16,700hab) - ocean bleu local, vol significatif"
menuisier saint egreve,transactional,local-listing,commune-banlieue,menuisier,aucun,294,medium,/grenoble/saint-egreve/menuisier,a-creer,1,T1-quick-win,oui,"Banlieue grosse (16,700hab) - ocean bleu local, vol significatif"
macon caluire et cuire,transactional,local-listing,commune-banlieue,macon,aucun,287,medium,/lyon/caluire-et-cuire/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (43,100hab) - ocean bleu local, vol significatif"
couvreur caluire et cuire,transactional,local-listing,commune-banlieue,couvreur,aucun,287,medium,/lyon/caluire-et-cuire/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (43,100hab) - ocean bleu local, vol significatif"
plombier urgence annecy,transactional,local-listing,ville-principale,plombier,urgence,285,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
electricien urgence annecy,transactional,local-listing,ville-principale,electricien,urgence,285,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
chauffagiste urgence annecy,transactional,local-listing,ville-principale,chauffagiste,urgence,285,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
macon bron,transactional,local-listing,commune-banlieue,macon,aucun,281,medium,/lyon/bron/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (41,000hab) - ocean bleu local, vol significatif"
couvreur bron,transactional,local-listing,commune-banlieue,couvreur,aucun,281,medium,/lyon/bron/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (41,000hab) - ocean bleu local, vol significatif"
comment trouver un bon artisan,informational,guide-howto,national,multi,aucun,280,high,/guides/trouver-bon-artisan,existante,1,T4-questions-guides,non,Avec article 'un'
carreleur fontaine,transactional,local-listing,commune-banlieue,carreleur,aucun,280,medium,/grenoble/fontaine/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (23,200hab) - ocean bleu local, vol significatif"
chauffagiste fontaine,transactional,local-listing,commune-banlieue,chauffagiste,aucun,280,medium,/grenoble/fontaine/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (23,200hab) - ocean bleu local, vol significatif"
carreleur sainte foy les lyon,transactional,local-listing,commune-banlieue,carreleur,aucun,276,medium,/lyon/sainte-foy-les-lyon/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,400hab) - ocean bleu local, vol significatif"
chauffagiste sainte foy les lyon,transactional,local-listing,commune-banlieue,chauffagiste,aucun,276,medium,/lyon/sainte-foy-les-lyon/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,400hab) - ocean bleu local, vol significatif"
macon saint martin d heres,transactional,local-listing,commune-banlieue,macon,aucun,275,medium,/grenoble/saint-martin-d-heres/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (38,800hab) - ocean bleu local, vol significatif"
couvreur saint martin d heres,transactional,local-listing,commune-banlieue,couvreur,aucun,275,medium,/grenoble/saint-martin-d-heres/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (38,800hab) - ocean bleu local, vol significatif"
carreleur tassin la demi lune,transactional,local-listing,commune-banlieue,carreleur,aucun,274,medium,/lyon/tassin-la-demi-lune/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,100hab) - ocean bleu local, vol significatif"
chauffagiste tassin la demi lune,transactional,local-listing,commune-banlieue,chauffagiste,aucun,274,medium,/lyon/tassin-la-demi-lune/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,100hab) - ocean bleu local, vol significatif"
carreleur saint genis laval,transactional,local-listing,commune-banlieue,carreleur,aucun,274,medium,/lyon/saint-genis-laval/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,000hab) - ocean bleu local, vol significatif"
chauffagiste saint genis laval,transactional,local-listing,commune-banlieue,chauffagiste,aucun,274,medium,/lyon/saint-genis-laval/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,000hab) - ocean bleu local, vol significatif"
carreleur annecy le vieux,transactional,local-listing,commune-banlieue,carreleur,aucun,269,medium,/annecy/annecy-le-vieux/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (21,000hab) - ocean bleu local, vol significatif"
chauffagiste annecy le vieux,transactional,local-listing,commune-banlieue,chauffagiste,aucun,269,medium,/annecy/annecy-le-vieux/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (21,000hab) - ocean bleu local, vol significatif"
macon echirolles,transactional,local-listing,commune-banlieue,macon,aucun,269,medium,/grenoble/echirolles/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (36,700hab) - ocean bleu local, vol significatif"
couvreur echirolles,transactional,local-listing,commune-banlieue,couvreur,aucun,269,medium,/grenoble/echirolles/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (36,700hab) - ocean bleu local, vol significatif"
carreleur seynod,transactional,local-listing,commune-banlieue,carreleur,aucun,263,medium,/annecy/seynod/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (20,000hab) - ocean bleu local, vol significatif"
chauffagiste seynod,transactional,local-listing,commune-banlieue,chauffagiste,aucun,263,medium,/annecy/seynod/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (20,000hab) - ocean bleu local, vol significatif"
carreleur givors,transactional,local-listing,commune-banlieue,carreleur,aucun,262,medium,/lyon/givors/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,800hab) - ocean bleu local, vol significatif"
chauffagiste givors,transactional,local-listing,commune-banlieue,chauffagiste,aucun,262,medium,/lyon/givors/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,800hab) - ocean bleu local, vol significatif"
carreleur bourg les valence,transactional,local-listing,commune-banlieue,carreleur,aucun,262,medium,/valence/bourg-les-valence/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,700hab) - ocean bleu local, vol significatif"
chauffagiste bourg les valence,transactional,local-listing,commune-banlieue,chauffagiste,aucun,262,medium,/valence/bourg-les-valence/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,700hab) - ocean bleu local, vol significatif"
macon meyzieu,transactional,local-listing,commune-banlieue,macon,aucun,260,medium,/lyon/meyzieu/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (33,700hab) - ocean bleu local, vol significatif"
couvreur meyzieu,transactional,local-listing,commune-banlieue,couvreur,aucun,260,medium,/lyon/meyzieu/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (33,700hab) - ocean bleu local, vol significatif"
carreleur saint fons,transactional,local-listing,commune-banlieue,carreleur,aucun,259,medium,/lyon/saint-fons/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,200hab) - ocean bleu local, vol significatif"
chauffagiste saint fons,transactional,local-listing,commune-banlieue,chauffagiste,aucun,259,medium,/lyon/saint-fons/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,200hab) - ocean bleu local, vol significatif"
carreleur ecully,transactional,local-listing,commune-banlieue,carreleur,aucun,256,medium,/lyon/ecully/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,700hab) - ocean bleu local, vol significatif"
chauffagiste ecully,transactional,local-listing,commune-banlieue,chauffagiste,aucun,256,medium,/lyon/ecully/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,700hab) - ocean bleu local, vol significatif"
carreleur cran gevrier,transactional,local-listing,commune-banlieue,carreleur,aucun,253,medium,/annecy/cran-gevrier/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,000hab) - ocean bleu local, vol significatif"
chauffagiste cran gevrier,transactional,local-listing,commune-banlieue,chauffagiste,aucun,253,medium,/annecy/cran-gevrier/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,000hab) - ocean bleu local, vol significatif"
macon rillieux la pape,transactional,local-listing,commune-banlieue,macon,aucun,252,medium,/lyon/rillieux-la-pape/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (31,200hab) - ocean bleu local, vol significatif"
couvreur rillieux la pape,transactional,local-listing,commune-banlieue,couvreur,aucun,252,medium,/lyon/rillieux-la-pape/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (31,200hab) - ocean bleu local, vol significatif"
carreleur meylan,transactional,local-listing,commune-banlieue,carreleur,aucun,251,medium,/grenoble/meylan/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (17,800hab) - ocean bleu local, vol significatif"
chauffagiste meylan,transactional,local-listing,commune-banlieue,chauffagiste,aucun,251,medium,/grenoble/meylan/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (17,800hab) - ocean bleu local, vol significatif"
artisan chambery,transactional,ville-hub,ville-principale,multi,aucun,250,high,/chambery,existante,1,T2-volume-eleve,non,Hub ville - existante a optimiser - SERP dominee par PagesJaunes
artisan valence,transactional,ville-hub,ville-principale,multi,aucun,250,high,/valence,existante,1,T2-volume-eleve,non,Hub ville - existante a optimiser - SERP dominee par PagesJaunes
carreleur annecy,transactional,local-listing,ville-principale,carreleur,aucun,250,high,/annecy/carreleur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
chauffagiste annecy,transactional,local-listing,ville-principale,chauffagiste,aucun,250,high,/annecy/chauffagiste,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
trouver bon artisan,informational,guide-howto,national,multi,aucun,250,high,/guides/trouver-bon-artisan,existante,1,T4-questions-guides,non,Variante sans 'comment'
recours malfacon artisan,informational,guide-howto,national,multi,aucun,250,medium,/guides/recours-malfacon-artisan,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 250
renovation ampleur 2026,informational,guide-howto,national,multi,aucun,250,medium,/guides/renovation-ampleur,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 250
prix changement fenetres double vitrage,informational,guide-howto,national,multi,aucun,250,medium,/guides/changement-fenetres-prix,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 250
carreleur saint egreve,transactional,local-listing,commune-banlieue,carreleur,aucun,245,medium,/grenoble/saint-egreve/carreleur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (16,700hab) - ocean bleu local, vol significatif"
chauffagiste saint egreve,transactional,local-listing,commune-banlieue,chauffagiste,aucun,245,medium,/grenoble/saint-egreve/chauffagiste,a-creer,1,T1-quick-win,oui,"Banlieue grosse (16,700hab) - ocean bleu local, vol significatif"
macon decines charpieu,transactional,local-listing,commune-banlieue,macon,aucun,243,medium,/lyon/decines-charpieu/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (28,700hab) - ocean bleu local, vol significatif"
couvreur decines charpieu,transactional,local-listing,commune-banlieue,couvreur,aucun,243,medium,/lyon/decines-charpieu/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (28,700hab) - ocean bleu local, vol significatif"
peintre chambery,transactional,local-listing,ville-principale,peintre,aucun,240,high,/chambery/peintre,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
menuisier chambery,transactional,local-listing,ville-principale,menuisier,aucun,240,high,/chambery/menuisier,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
macon grenoble,transactional,local-listing,ville-principale,macon,aucun,240,high,/grenoble/macon,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
couvreur grenoble,transactional,local-listing,ville-principale,couvreur,aucun,240,high,/grenoble/couvreur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
peintre valence,transactional,local-listing,ville-principale,peintre,aucun,240,high,/valence/peintre,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
menuisier valence,transactional,local-listing,ville-principale,menuisier,aucun,240,high,/valence/menuisier,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
macon oullins,transactional,local-listing,commune-banlieue,macon,aucun,236,medium,/lyon/oullins/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (26,600hab) - ocean bleu local, vol significatif"
couvreur oullins,transactional,local-listing,commune-banlieue,couvreur,aucun,236,medium,/lyon/oullins/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (26,600hab) - ocean bleu local, vol significatif"
macon fontaine,transactional,local-listing,commune-banlieue,macon,aucun,224,medium,/grenoble/fontaine/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (23,200hab) - ocean bleu local, vol significatif"
couvreur fontaine,transactional,local-listing,commune-banlieue,couvreur,aucun,224,medium,/grenoble/fontaine/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (23,200hab) - ocean bleu local, vol significatif"
macon sainte foy les lyon,transactional,local-listing,commune-banlieue,macon,aucun,220,medium,/lyon/sainte-foy-les-lyon/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,400hab) - ocean bleu local, vol significatif"
couvreur sainte foy les lyon,transactional,local-listing,commune-banlieue,couvreur,aucun,220,medium,/lyon/sainte-foy-les-lyon/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,400hab) - ocean bleu local, vol significatif"
macon tassin la demi lune,transactional,local-listing,commune-banlieue,macon,aucun,219,medium,/lyon/tassin-la-demi-lune/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,100hab) - ocean bleu local, vol significatif"
couvreur tassin la demi lune,transactional,local-listing,commune-banlieue,couvreur,aucun,219,medium,/lyon/tassin-la-demi-lune/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,100hab) - ocean bleu local, vol significatif"
macon saint genis laval,transactional,local-listing,commune-banlieue,macon,aucun,219,medium,/lyon/saint-genis-laval/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,000hab) - ocean bleu local, vol significatif"
couvreur saint genis laval,transactional,local-listing,commune-banlieue,couvreur,aucun,219,medium,/lyon/saint-genis-laval/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (22,000hab) - ocean bleu local, vol significatif"
macon annecy le vieux,transactional,local-listing,commune-banlieue,macon,aucun,215,medium,/annecy/annecy-le-vieux/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (21,000hab) - ocean bleu local, vol significatif"
couvreur annecy le vieux,transactional,local-listing,commune-banlieue,couvreur,aucun,215,medium,/annecy/annecy-le-vieux/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (21,000hab) - ocean bleu local, vol significatif"
macon seynod,transactional,local-listing,commune-banlieue,macon,aucun,211,medium,/annecy/seynod/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (20,000hab) - ocean bleu local, vol significatif"
couvreur seynod,transactional,local-listing,commune-banlieue,couvreur,aucun,211,medium,/annecy/seynod/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (20,000hab) - ocean bleu local, vol significatif"
macon givors,transactional,local-listing,commune-banlieue,macon,aucun,210,medium,/lyon/givors/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,800hab) - ocean bleu local, vol significatif"
couvreur givors,transactional,local-listing,commune-banlieue,couvreur,aucun,210,medium,/lyon/givors/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,800hab) - ocean bleu local, vol significatif"
macon bourg les valence,transactional,local-listing,commune-banlieue,macon,aucun,209,medium,/valence/bourg-les-valence/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,700hab) - ocean bleu local, vol significatif"
couvreur bourg les valence,transactional,local-listing,commune-banlieue,couvreur,aucun,209,medium,/valence/bourg-les-valence/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,700hab) - ocean bleu local, vol significatif"
macon saint fons,transactional,local-listing,commune-banlieue,macon,aucun,207,medium,/lyon/saint-fons/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,200hab) - ocean bleu local, vol significatif"
couvreur saint fons,transactional,local-listing,commune-banlieue,couvreur,aucun,207,medium,/lyon/saint-fons/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (19,200hab) - ocean bleu local, vol significatif"
macon ecully,transactional,local-listing,commune-banlieue,macon,aucun,205,medium,/lyon/ecully/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,700hab) - ocean bleu local, vol significatif"
couvreur ecully,transactional,local-listing,commune-banlieue,couvreur,aucun,205,medium,/lyon/ecully/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,700hab) - ocean bleu local, vol significatif"
macon cran gevrier,transactional,local-listing,commune-banlieue,macon,aucun,202,medium,/annecy/cran-gevrier/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,000hab) - ocean bleu local, vol significatif"
couvreur cran gevrier,transactional,local-listing,commune-banlieue,couvreur,aucun,202,medium,/annecy/cran-gevrier/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (18,000hab) - ocean bleu local, vol significatif"
macon meylan,transactional,local-listing,commune-banlieue,macon,aucun,201,medium,/grenoble/meylan/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (17,800hab) - ocean bleu local, vol significatif"
couvreur meylan,transactional,local-listing,commune-banlieue,couvreur,aucun,201,medium,/grenoble/meylan/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (17,800hab) - ocean bleu local, vol significatif"
plombier urgence valence,transactional,local-listing,ville-principale,plombier,urgence,201,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
electricien urgence valence,transactional,local-listing,ville-principale,electricien,urgence,201,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
chauffagiste urgence valence,transactional,local-listing,ville-principale,chauffagiste,urgence,201,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
artisans chambery,transactional,ville-hub,ville-principale,multi,aucun,200,high,/chambery,existante,1,T2-volume-eleve,non,Pluriel de la requete generique ville
artisans valence,transactional,ville-hub,ville-principale,multi,aucun,200,high,/valence,existante,1,T2-volume-eleve,non,Pluriel de la requete generique ville
carreleur chambery,transactional,local-listing,ville-principale,carreleur,aucun,200,high,/chambery/carreleur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
chauffagiste chambery,transactional,local-listing,ville-principale,chauffagiste,aucun,200,high,/chambery/chauffagiste,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
macon annecy,transactional,local-listing,ville-principale,macon,aucun,200,high,/annecy/macon,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
couvreur annecy,transactional,local-listing,ville-principale,couvreur,aucun,200,high,/annecy/couvreur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
carreleur valence,transactional,local-listing,ville-principale,carreleur,aucun,200,high,/valence/carreleur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
chauffagiste valence,transactional,local-listing,ville-principale,chauffagiste,aucun,200,high,/valence/chauffagiste,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
prix horaire plombier,informational,prix-tarif,national,plombier,tarif-horaire,200,medium,/prix/plombier,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire electricien,informational,prix-tarif,national,electricien,tarif-horaire,200,medium,/prix/electricien,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire peintre,informational,prix-tarif,national,peintre,tarif-horaire,200,medium,/prix/peintre,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire macon,informational,prix-tarif,national,macon,tarif-horaire,200,medium,/prix/macon,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire carreleur,informational,prix-tarif,national,carreleur,tarif-horaire,200,medium,/prix/carreleur,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire menuisier,informational,prix-tarif,national,menuisier,tarif-horaire,200,medium,/prix/menuisier,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire couvreur,informational,prix-tarif,national,couvreur,tarif-horaire,200,medium,/prix/couvreur,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
prix horaire chauffagiste,informational,prix-tarif,national,chauffagiste,tarif-horaire,200,medium,/prix/chauffagiste,existante,1,T2-volume-eleve,oui,Match exact requete forte (Bing+DDG)
verifier rge artisan,informational,guide-howto,national,multi,aucun,200,medium,/guides/verifier-rge-artisan,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 200
